"","Date","yhat_lower","yhat_upper","yhat","Web_Metric","MAPE","MAPE_Upper","MAPE_Lower","Results","Number"
"1",2018-01-01,2.86317519621155,3.71168532552138,3.29004574314121,"Sessions",67.775572255533,155.766978383552,9.4816176651535,"Actual",16
"2",2018-01-02,2.94373700672648,3.73581267024628,3.33774717032618,"Sessions",36.0099423293295,4.72254420223497,56.848483627691,"Actual",44
"3",2018-01-03,2.93879539869873,3.74437388466228,3.34502563257043,"Sessions",48.4339952174117,23.1226814695248,65.6489564041487,"Actual",55
"4",2018-01-04,2.95586896597355,3.74411437626666,3.3370025536345,"Sessions",21.8481443610034,17.4209831808687,46.6155121798919,"Actual",36
"5",2018-01-05,2.87941132603804,3.6665962907665,3.27207421210835,"Sessions",47.2680574371093,21.7629382010932,64.3924210662254,"Actual",50
"6",2018-01-06,2.0794195365382,2.87307521602092,2.47385076635717,"Sessions",48.3997387006228,23.0811333802142,65.2181566921575,"Actual",23
"7",2018-01-07,2.22953172749819,3.0377378850751,2.63499659673978,"Sessions",12.8545936842312,30.3625413739453,41.9030485787361,"Actual",16
"8",2018-01-08,3.1328018365509,3.94995101202512,3.54002097794691,"Sessions",6.84421015231799,40.3589802397363,38.0049768595582,"Actual",37
"9",2018-01-09,3.19276849911525,3.99126662448005,3.58634257911548,"Sessions",17.9504665637561,23.0077272475424,44.6459929560784,"Actual",44
"10",2018-01-10,3.1566446996581,3.9823284140304,3.58844485886217,"Sessions",31.740055439413,1.21092306628625,55.676147110226,"Actual",53
"11",2018-01-11,3.17838776514385,3.98035450853527,3.57160993342277,"Sessions",32.8795876336032,1.01133931361486,54.7018570313206,"Actual",53
"12",2018-01-12,3.08406535629252,3.89771752780225,3.49446895536859,"Sessions",5.90630135774148,40.8280513615831,37.5798911426355,"Actual",35
"13",2018-01-13,2.27172717754786,3.10319987642791,2.68093496875458,"Sessions",43.8510143104507,14.3496317363792,62.7071796012839,"Actual",26
"14",2018-01-14,2.42408851075803,3.23147043984021,2.82403551516122,"Sessions",45.6622880643591,18.3327208746025,63.5744120892098,"Actual",31
"15",2018-01-15,3.30975002613796,4.08864875674421,3.70869421225935,"Sessions",27.1419733184804,6.53432695019871,51.1102129252475,"Actual",56
"16",2018-01-16,3.32386572782725,4.16126452413688,3.73278504429198,"Sessions",24.008457967469,16.6410796985709,49.5136638399181,"Actual",55
"17",2018-01-17,3.32051784180783,4.10747764880011,3.71127669970889,"Sessions",14.7791710851183,26.6524630412914,42.3444209295893,"Actual",48
"18",2018-01-18,3.25628621329453,4.0825367347169,3.66995482123917,"Sessions",16.4890796853278,26.1610567634998,44.78090609365,"Actual",47
"19",2018-01-19,3.17242895112787,3.95173922796167,3.56796050417553,"Sessions",17.5715557571923,20.9901694711517,44.4991119557099,"Actual",43
"20",2018-01-20,2.33032831062108,3.13203391051551,2.72971131025232,"Sessions",41.0443799557858,11.8440364826763,60.4564752138811,"Actual",26
"21",2018-01-21,2.4553611766813,3.25976253905398,2.84872236834147,"Sessions",28.0595478043038,8.51396720484844,51.4556636299185,"Actual",24
"22",2018-01-22,3.31093923751472,4.13268637248523,3.71037706766327,"Sessions",35.1282316174356,1.03939594655846,56.4907004888844,"Actual",63
"23",2018-01-23,3.30632120289458,4.13070619982231,3.71297134710891,"Sessions",14.6346293899576,29.6288510024369,43.1571536801801,"Actual",48
"24",2018-01-24,3.29602694955634,4.09719528306749,3.67184915323737,"Sessions",22.8930278454272,17.9829162369321,47.0487593260512,"Actual",51
"25",2018-01-25,3.19943931788052,4.01391130198485,3.61311713690955,"Sessions",24.3235493054844,12.9856918458788,49.9616753031855,"Actual",49
"26",2018-01-26,3.07673639544714,3.88889401825709,3.4961770912546,"Sessions",34.0218074304328,2.28635624205396,56.6249853505222,"Actual",50
"27",2018-01-27,2.2501376433622,3.06406455445504,2.64564252361868,"Sessions",45.7980887041298,17.6368438827453,63.5036851919281,"Actual",26
"28",2018-01-28,2.38232057128816,3.13890693127135,2.75515701359376,"Sessions",49.2790015686095,25.5528176078648,65.0644983023145,"Actual",31
"29",2018-01-29,3.21791301605697,4.00080079997206,3.61016389776246,"Sessions",22.9747667402236,13.8372702941795,47.9667888260178,"Actual",48
"30",2018-01-30,3.19225518969397,4.01450344098446,3.6089512736097,"Sessions",26.1453882785636,10.7915625944892,51.3134714703531,"Actual",50
"31",2018-01-31,3.18754323030807,3.9610491929045,3.56678983884809,"Sessions",21.327195622184,16.6942059689714,46.1581564228012,"Actual",45
"32",2018-02-01,3.11182346842339,3.92674105659306,3.50965153700331,"Sessions",12.0089096556967,33.5298546071259,40.8895637755268,"Actual",38
"33",2018-02-02,3.00028703297469,3.80834521350283,3.39674737332026,"Sessions",17.0366768104486,25.2105175383187,44.1908251053304,"Actual",36
"34",2018-02-03,2.14333478692565,2.94304668128138,2.55245061998563,"Sessions",57.2049079487977,36.754784175575,71.5739041492208,"Actual",30
"35",2018-02-04,2.24584282167018,3.02999242833089,2.67012285935998,"Sessions",27.7912830641903,3.48537938693031,52.7581225139956,"Actual",20
"36",2018-02-05,3.12178121055477,3.90611046870037,3.53489217880925,"Sessions",18.354006704178,18.3458223714122,45.9839200948284,"Actual",42
"37",2018-02-06,3.13275389770048,3.93665281830813,3.54470726542241,"Sessions",35.8712100135962,5.09855256314748,57.523964890059,"Actual",54
"38",2018-02-07,3.1023542672134,3.90528158632966,3.51448466269152,"Sessions",20.0033122736398,18.2477682488822,47.0231601058394,"Actual",42
"39",2018-02-08,3.07780939147171,3.8799267397078,3.46983690281433,"Sessions",15.4434172107618,27.4228095503806,42.8663409921496,"Actual",38
"40",2018-02-09,2.96955142511418,3.81602145255616,3.36961962572943,"Sessions",14.507445771709,33.5974419619819,42.6965353788022,"Actual",34
"41",2018-02-10,2.15406694279869,2.91822685023806,2.537863661925,"Sessions",40.5845757888642,105.649334561583,4.22395979511608,"Actual",9
"42",2018-02-11,2.26650957188737,3.03660582689197,2.66760930327782,"Sessions",188.109776764861,316.688150061208,92.9134891062854,"Actual",5
"43",2018-02-12,3.15462190106925,3.99260565320324,3.54369187435789,"Sessions",11.2964053684631,38.9639008188133,39.8867405144059,"Actual",39
"44",2018-02-13,3.16179494710558,3.94375279480465,3.56380217979906,"Sessions",6.96105586373768,56.3997796661896,28.4456306211427,"Actual",33
"45",2018-02-14,3.13524979076966,3.94285742573249,3.54263894966256,"Sessions",15.1933192534412,71.8857874949785,23.3520703055742,"Actual",30
"46",2018-02-15,3.13667393890457,3.91056428636686,3.50564089216487,"Sessions",12.3611039328399,31.3871505726615,39.4022377899665,"Actual",38
"47",2018-02-16,2.99403973724947,3.79724452526809,3.41153639846711,"Sessions",68.3987748524931,147.656561406696,10.9232105808108,"Actual",18
"48",2018-02-17,2.19496241618859,3.01935437436061,2.58427684911686,"Sessions",47.2633466434828,127.53406945218,0.225960438939272,"Actual",9
"49",2018-02-18,2.29630123980357,3.11723880218983,2.71687075775407,"Sessions",10.9829789066916,32.846675060634,41.5449500632364,"Actual",17
"50",2018-02-19,3.18984232994271,3.97404943564851,3.59416791348444,"Sessions",45.5416463120032,112.798093171776,2.86160725105736,"Actual",25
"51",2018-02-20,3.20291631414142,3.9953342371821,3.61391718182383,"Sessions",7.22215113740683,35.8600034363201,38.4895520336301,"Actual",40
"52",2018-02-21,3.17213393264106,3.98254233523187,3.59091520247274,"Sessions",21.1581464744721,16.6375338447931,48.1340387637563,"Actual",46
"53",2018-02-22,3.15718687486718,3.91228285581919,3.55073373773289,"Sessions",33.0021717196474,3.82116498508881,54.7992652483365,"Actual",52
"54",2018-02-23,3.06071892159156,3.86782893844366,3.45226388373167,"Sessions",32.8259865578453,1.78385769398487,54.5895840079952,"Actual",47
"55",2018-02-24,2.23341037994594,3.03575212099669,2.61964327939232,"Sessions",55.707017279863,32.8495850432523,69.8979474202272,"Actual",31
"56",2018-02-25,2.35491086914849,3.1360369735556,2.74608374600031,"Sessions",57.8878617190694,37.8040896925448,71.5211091049877,"Actual",37
"57",2018-02-26,3.2132985194194,4.0147028673094,3.61664872196901,"Sessions",34.7146514253138,2.7950354807578,56.3842886471673,"Actual",57
"58",2018-02-27,3.25765777790738,4.00395260307257,3.62930435572336,"Sessions",10.2700213451385,30.5104331109247,38.1223934778498,"Actual",42
"59",2018-02-28,3.20151045769825,4.01864583220679,3.59906169188834,"Sessions",12.9430711206271,32.4422100755077,41.5009201296016,"Actual",42
"60",2018-03-01,3.14772334180596,3.97231122003436,3.5516978896942,"Sessions",44.6468621120235,15.7029660750902,63.0428622700745,"Actual",63
"61",2018-03-02,3.04611410649414,3.89655564391061,3.44629485397098,"Sessions",23.453915344252,20.0794687515467,48.6988983924309,"Actual",41
"62",2018-03-03,2.18134806020357,3.02143077886061,2.60716156026023,"Sessions",51.5696232296986,26.7120315167216,68.3634298078671,"Actual",28
"63",2018-03-04,2.3210392807612,3.13217235903668,2.72765762815426,"Sessions",55.0087831537211,32.5772822043884,70.0404259237886,"Actual",34
"64",2018-03-05,3.19285369885945,3.98721174697097,3.59296760027881,"Sessions",43.2159939239361,15.7744053435627,61.9408776679482,"Actual",64
"65",2018-03-06,3.18533063713061,4.03786235287949,3.60114985217366,"Sessions",29.537805371649,9.04807284600857,53.5090762886947,"Actual",52
"66",2018-03-07,3.16636741280471,3.97157319726655,3.56727759898528,"Sessions",35.5999377489595,3.51281534512381,56.8706209424283,"Actual",55
"67",2018-03-08,3.12914419184509,3.94274818182791,3.51715993675603,"Sessions",38.7479733211534,6.25435761125322,58.4465233120685,"Actual",55
"68",2018-03-09,3.01183887717935,3.79950399166575,3.40988126665355,"Sessions",24.3458725525169,11.6975445778012,49.1881492909095,"Actual",40
"69",2018-03-10,2.15101377499756,2.98033337123809,2.56972532232111,"Sessions",40.6261998024853,10.4800859513159,60.9383367046829,"Actual",22
"70",2018-03-11,2.28292610814019,3.10170120617116,2.69000126650877,"Sessions",41.0732216869953,11.0570131482234,60.7786802839452,"Actual",25
"71",2018-03-12,3.13585339378578,3.97563559411891,3.55582120311999,"Sessions",32.6604540859797,2.46917908680696,55.7533412029221,"Actual",52
"72",2018-01-01,2.86317519621155,3.71168532552138,3.29004574314121,"Sessions",67.775572255533,155.766978383552,9.4816176651535,"Predicted",26.8440915608853
"73",2018-01-02,2.94373700672648,3.73581267024628,3.33774717032618,"Sessions",36.0099423293295,4.72254420223497,56.848483627691,"Predicted",28.155625375095
"74",2018-01-03,2.93879539869873,3.74437388466228,3.34502563257043,"Sessions",48.4339952174117,23.1226814695248,65.6489564041487,"Predicted",28.3613026304236
"75",2018-01-04,2.95586896597355,3.74411437626666,3.3370025536345,"Sessions",21.8481443610034,17.4209831808687,46.6155121798919,"Predicted",28.1346680300388
"76",2018-01-05,2.87941132603804,3.6665962907665,3.27207421210835,"Sessions",47.2680574371093,21.7629382010932,64.3924210662254,"Predicted",26.3659712814453
"77",2018-01-06,2.0794195365382,2.87307521602092,2.47385076635717,"Sessions",48.3997387006228,23.0811333802142,65.2181566921575,"Predicted",11.8680600988568
"78",2018-01-07,2.22953172749819,3.0377378850751,2.63499659673978,"Sessions",12.8545936842312,30.3625413739453,41.9030485787361,"Predicted",13.943265010523
"79",2018-01-08,3.1328018365509,3.94995101202512,3.54002097794691,"Sessions",6.84421015231799,40.3589802397363,38.0049768595582,"Predicted",34.4676422436423
"80",2018-01-09,3.19276849911525,3.99126662448005,3.58634257911548,"Sessions",17.9504665637561,23.0077272475424,44.6459929560784,"Predicted",36.1017947119473
"81",2018-01-10,3.1566446996581,3.9823284140304,3.58844485886217,"Sessions",31.740055439413,1.21092306628625,55.676147110226,"Predicted",36.1777706171111
"82",2018-01-11,3.17838776514385,3.98035450853527,3.57160993342277,"Sessions",32.8795876336032,1.01133931361486,54.7018570313206,"Predicted",35.5738185541903
"83",2018-01-12,3.08406535629252,3.89771752780225,3.49446895536859,"Sessions",5.90630135774148,40.8280513615831,37.5798911426355,"Predicted",32.9327945247905
"84",2018-01-13,2.27172717754786,3.10319987642791,2.68093496875458,"Sessions",43.8510143104507,14.3496317363792,62.7071796012839,"Predicted",14.5987362792828
"85",2018-01-14,2.42408851075803,3.23147043984021,2.82403551516122,"Sessions",45.6622880643591,18.3327208746025,63.5744120892098,"Predicted",16.8446907000487
"86",2018-01-15,3.30975002613796,4.08864875674421,3.70869421225935,"Sessions",27.1419733184804,6.53432695019871,51.1102129252475,"Predicted",40.800494941651
"87",2018-01-16,3.32386572782725,4.16126452413688,3.73278504429198,"Sessions",24.008457967469,16.6410796985709,49.5136638399181,"Predicted",41.795348117892
"88",2018-01-17,3.32051784180783,4.10747764880011,3.71127669970889,"Sessions",14.7791710851183,26.6524630412914,42.3444209295893,"Predicted",40.9059978791432
"89",2018-01-18,3.25628621329453,4.0825367347169,3.66995482123917,"Sessions",16.4890796853278,26.1610567634998,44.78090609365,"Predicted",39.2501325478959
"90",2018-01-19,3.17242895112787,3.95173922796167,3.56796050417553,"Sessions",17.5715557571923,20.9901694711517,44.4991119557099,"Predicted",35.4442310244073
"91",2018-01-20,2.33032831062108,3.13203391051551,2.72971131025232,"Sessions",41.0443799557858,11.8440364826763,60.4564752138811,"Predicted",15.3284612114957
"92",2018-01-21,2.4553611766813,3.25976253905398,2.84872236834147,"Sessions",28.0595478043038,8.51396720484844,51.4556636299185,"Predicted",17.2657085269671
"93",2018-01-22,3.31093923751472,4.13268637248523,3.71037706766327,"Sessions",35.1282316174356,1.03939594655846,56.4907004888844,"Predicted",40.8692140810156
"94",2018-01-23,3.30632120289458,4.13070619982231,3.71297134710891,"Sessions",14.6346293899576,29.6288510024369,43.1571536801801,"Predicted",40.9753778928204
"95",2018-01-24,3.29602694955634,4.09719528306749,3.67184915323737,"Sessions",22.8930278454272,17.9829162369321,47.0487593260512,"Predicted",39.3245557988321
"96",2018-01-25,3.19943931788052,4.01391130198485,3.61311713690955,"Sessions",24.3235493054844,12.9856918458788,49.9616753031855,"Predicted",37.0814608403127
"97",2018-01-26,3.07673639544714,3.88889401825709,3.4961770912546,"Sessions",34.0218074304328,2.28635624205396,56.6249853505222,"Predicted",32.9890962847836
"98",2018-01-27,2.2501376433622,3.06406455445504,2.64564252361868,"Sessions",45.7980887041298,17.6368438827453,63.5036851919281,"Predicted",14.0924969369263
"99",2018-01-28,2.38232057128816,3.13890693127135,2.75515701359376,"Sessions",49.2790015686095,25.5528176078648,65.0644983023145,"Predicted",15.723509513731
"100",2018-01-29,3.21791301605697,4.00080079997206,3.61016389776246,"Sessions",22.9747667402236,13.8372702941795,47.9667888260178,"Predicted",36.9721119646927
"101",2018-01-30,3.19225518969397,4.01450344098446,3.6089512736097,"Sessions",26.1453882785636,10.7915625944892,51.3134714703531,"Predicted",36.9273058607182
"102",2018-01-31,3.18754323030807,3.9610491929045,3.56678983884809,"Sessions",21.327195622184,16.6942059689714,46.1581564228012,"Predicted",35.4027619700172
"103",2018-02-01,3.11182346842339,3.92674105659306,3.50965153700331,"Sessions",12.0089096556967,33.5298546071259,40.8895637755268,"Predicted",33.4366143308352
"104",2018-02-02,3.00028703297469,3.80834521350283,3.39674737332026,"Sessions",17.0366768104486,25.2105175383187,44.1908251053304,"Predicted",29.8667963482385
"105",2018-02-03,2.14333478692565,2.94304668128138,2.55245061998563,"Sessions",57.2049079487977,36.754784175575,71.5739041492208,"Predicted",12.8385276153607
"106",2018-02-04,2.24584282167018,3.02999242833089,2.67012285935998,"Sessions",27.7912830641903,3.48537938693031,52.7581225139956,"Predicted",14.4417433871619
"107",2018-02-05,3.12178121055477,3.90611046870037,3.53489217880925,"Sessions",18.354006704178,18.3458223714122,45.9839200948284,"Predicted",34.2913171842453
"108",2018-02-06,3.13275389770048,3.93665281830813,3.54470726542241,"Sessions",35.8712100135962,5.09855256314748,57.523964890059,"Predicted",34.6295465926581
"109",2018-02-07,3.1023542672134,3.90528158632966,3.51448466269152,"Sessions",20.0033122736398,18.2477682488822,47.0231601058394,"Predicted",33.5986088450713
"110",2018-02-08,3.07780939147171,3.8799267397078,3.46983690281433,"Sessions",15.4434172107618,27.4228095503806,42.8663409921496,"Predicted",32.1315014599105
"111",2018-02-09,2.96955142511418,3.81602145255616,3.36961962572943,"Sessions",14.507445771709,33.5974419619819,42.6965353788022,"Predicted",29.0674684376189
"112",2018-02-10,2.15406694279869,2.91822685023806,2.537863661925,"Sessions",40.5845757888642,105.649334561583,4.22395979511608,"Predicted",12.6526118209978
"113",2018-02-11,2.26650957188737,3.03660582689197,2.66760930327782,"Sessions",188.109776764861,316.688150061208,92.9134891062854,"Predicted",14.4054888382431
"114",2018-02-12,3.15462190106925,3.99260565320324,3.54369187435789,"Sessions",11.2964053684631,38.9639008188133,39.8867405144059,"Predicted",34.5944019062994
"115",2018-02-13,3.16179494710558,3.94375279480465,3.56380217979906,"Sessions",6.96105586373768,56.3997796661896,28.4456306211427,"Predicted",35.2971484350334
"116",2018-02-14,3.13524979076966,3.94285742573249,3.54263894966256,"Sessions",15.1933192534412,71.8857874949785,23.3520703055742,"Predicted",34.5579957760323
"117",2018-02-15,3.13667393890457,3.91056428636686,3.50564089216487,"Sessions",12.3611039328399,31.3871505726615,39.4022377899665,"Predicted",33.3027805055208
"118",2018-02-16,2.99403973724947,3.79724452526809,3.41153639846711,"Sessions",68.3987748524931,147.656561406696,10.9232105808108,"Predicted",30.3117794734488
"119",2018-02-17,2.19496241618859,3.01935437436061,2.58427684911686,"Sessions",47.2633466434828,127.53406945218,0.225960438939272,"Predicted",13.2537011979135
"120",2018-02-18,2.29630123980357,3.11723880218983,2.71687075775407,"Sessions",10.9829789066916,32.846675060634,41.5449500632364,"Predicted",15.1328935858624
"121",2018-02-19,3.18984232994271,3.97404943564851,3.59416791348444,"Sessions",45.5416463120032,112.798093171776,2.86160725105736,"Predicted",36.3854115780008
"122",2018-02-20,3.20291631414142,3.9953342371821,3.61391718182383,"Sessions",7.22215113740683,35.8600034363201,38.4895520336301,"Predicted",37.1111395450373
"123",2018-02-21,3.17213393264106,3.98254233523187,3.59091520247274,"Sessions",21.1581464744721,16.6375338447931,48.1340387637563,"Predicted",36.2672526217428
"124",2018-02-22,3.15718687486718,3.91228285581919,3.55073373773289,"Sessions",33.0021717196474,3.82116498508881,54.7992652483365,"Predicted",34.8388707057833
"125",2018-02-23,3.06071892159156,3.86782893844366,3.45226388373167,"Sessions",32.8259865578453,1.78385769398487,54.5895840079952,"Predicted",31.5717863178127
"126",2018-02-24,2.23341037994594,3.03575212099669,2.61964327939232,"Sessions",55.707017279863,32.8495850432523,69.8979474202272,"Predicted",13.7308246432425
"127",2018-02-25,2.35491086914849,3.1360369735556,2.74608374600031,"Sessions",57.8878617190694,37.8040896925448,71.5211091049877,"Predicted",15.5814911639443
"128",2018-02-26,3.2132985194194,4.0147028673094,3.61664872196901,"Sessions",34.7146514253138,2.7950354807578,56.3842886471673,"Predicted",37.2126486875711
"129",2018-02-27,3.25765777790738,4.00395260307257,3.62930435572336,"Sessions",10.2700213451385,30.5104331109247,38.1223934778498,"Predicted",37.6865910350419
"130",2018-02-28,3.20151045769825,4.01864583220679,3.59906169188834,"Sessions",12.9430711206271,32.4422100755077,41.5009201296016,"Predicted",36.5639101293366
"131",2018-03-01,3.14772334180596,3.97231122003436,3.5516978896942,"Sessions",44.6468621120235,15.7029660750902,63.0428622700745,"Predicted",34.8724768694252
"132",2018-03-02,3.04611410649414,3.89655564391061,3.44629485397098,"Sessions",23.453915344252,20.0794687515467,48.6988983924309,"Predicted",31.3838947088567
"133",2018-03-03,2.18134806020357,3.02143077886061,2.60716156026023,"Sessions",51.5696232296986,26.7120315167216,68.3634298078671,"Predicted",13.5605054956844
"134",2018-03-04,2.3210392807612,3.13217235903668,2.72765762815426,"Sessions",55.0087831537211,32.5772822043884,70.0404259237886,"Predicted",15.2970137277348
"135",2018-03-05,3.19285369885945,3.98721174697097,3.59296760027881,"Sessions",43.2159939239361,15.7744053435627,61.9408776679482,"Predicted",36.3417638886809
"136",2018-03-06,3.18533063713061,4.03786235287949,3.60114985217366,"Sessions",29.537805371649,9.04807284600857,53.5090762886947,"Predicted",36.6403412067425
"137",2018-03-07,3.16636741280471,3.97157319726655,3.56727759898528,"Sessions",35.5999377489595,3.51281534512381,56.8706209424283,"Predicted",35.4200342380723
"138",2018-03-08,3.12914419184509,3.94274818182791,3.51715993675603,"Sessions",38.7479733211534,6.25435761125322,58.4465233120685,"Predicted",33.6886146733656
"139",2018-03-09,3.01183887717935,3.79950399166575,3.40988126665355,"Sessions",24.3458725525169,11.6975445778012,49.1881492909095,"Predicted",30.2616509789932
"140",2018-03-10,2.15101377499756,2.98033337123809,2.56972532232111,"Sessions",40.6261998024853,10.4800859513159,60.9383367046829,"Predicted",13.0622360434532
"141",2018-03-11,2.28292610814019,3.10170120617116,2.69000126650877,"Sessions",41.0732216869953,11.0570131482234,60.7786802839452,"Predicted",14.7316945782512
"142",2018-03-12,3.13585339378578,3.97563559411891,3.55582120311999,"Sessions",32.6604540859797,2.46917908680696,55.7533412029221,"Predicted",35.0165638752906
"143",2018-01-01,2.86317519621155,3.71168532552138,3.29004574314121,"Sessions",67.775572255533,155.766978383552,9.4816176651535,"Predicted_Lower",17.5170588264246
"144",2018-01-02,2.94373700672648,3.73581267024628,3.33774717032618,"Sessions",36.0099423293295,4.72254420223497,56.848483627691,"Predicted_Lower",18.9866672038159
"145",2018-01-03,2.93879539869873,3.74437388466228,3.34502563257043,"Sessions",48.4339952174117,23.1226814695248,65.6489564041487,"Predicted_Lower",18.8930739777182
"146",2018-01-04,2.95586896597355,3.74411437626666,3.3370025536345,"Sessions",21.8481443610034,17.4209831808687,46.6155121798919,"Predicted_Lower",19.2184156152389
"147",2018-01-05,2.87941132603804,3.6665962907665,3.27207421210835,"Sessions",47.2680574371093,21.7629382010932,64.3924210662254,"Predicted_Lower",17.8037894668873
"148",2018-01-06,2.0794195365382,2.87307521602092,2.47385076635717,"Sessions",48.3997387006228,23.0811333802142,65.2181566921575,"Predicted_Lower",7.99982396080379
