"","Date","yhat_lower","yhat_upper","yhat","Web_Metric","MAPE","MAPE_Upper","MAPE_Lower","Results","Number"
"149",2018-01-07,2.22953172749819,3.0377378850751,2.63499659673978,"Sessions",12.8545936842312,30.3625413739453,41.9030485787361,"Predicted_Lower",9.29551222740222
"150",2018-01-08,3.1328018365509,3.94995101202512,3.54002097794691,"Sessions",6.84421015231799,40.3589802397363,38.0049768595582,"Predicted_Lower",22.9381585619634
"151",2018-01-09,3.19276849911525,3.99126662448005,3.58634257911548,"Sessions",17.9504665637561,23.0077272475424,44.6459929560784,"Predicted_Lower",24.3557630993255
"152",2018-01-10,3.1566446996581,3.9823284140304,3.58844485886217,"Sessions",31.740055439413,1.21092306628625,55.676147110226,"Predicted_Lower",23.4916420315802
"153",2018-01-11,3.17838776514385,3.98035450853527,3.57160993342277,"Sessions",32.8795876336032,1.01133931361486,54.7018570313206,"Predicted_Lower",24.0080157734001
"154",2018-01-12,3.08406535629252,3.89771752780225,3.49446895536859,"Sessions",5.90630135774148,40.8280513615831,37.5798911426355,"Predicted_Lower",21.8470381000776
"155",2018-01-13,2.27172717754786,3.10319987642791,2.68093496875458,"Sessions",43.8510143104507,14.3496317363792,62.7071796012839,"Predicted_Lower",9.69613330366619
"156",2018-01-14,2.42408851075803,3.23147043984021,2.82403551516122,"Sessions",45.6622880643591,18.3327208746025,63.5744120892098,"Predicted_Lower",11.291932252345
"157",2018-01-15,3.30975002613796,4.08864875674421,3.70869421225935,"Sessions",27.1419733184804,6.53432695019871,51.1102129252475,"Predicted_Lower",27.3782807618614
"158",2018-01-16,3.32386572782725,4.16126452413688,3.73278504429198,"Sessions",24.008457967469,16.6410796985709,49.5136638399181,"Predicted_Lower",27.7674848880451
"159",2018-01-17,3.32051784180783,4.10747764880011,3.71127669970889,"Sessions",14.7791710851183,26.6524630412914,42.3444209295893,"Predicted_Lower",27.6746779537971
"160",2018-01-18,3.25628621329453,4.0825367347169,3.66995482123917,"Sessions",16.4890796853278,26.1610567634998,44.78090609365,"Predicted_Lower",25.9529741359845
"161",2018-01-19,3.17242895112787,3.95173922796167,3.56796050417553,"Sessions",17.5715557571923,20.9901694711517,44.4991119557099,"Predicted_Lower",23.8653818590447
"162",2018-01-20,2.33032831062108,3.13203391051551,2.72971131025232,"Sessions",41.0443799557858,11.8440364826763,60.4564752138811,"Predicted_Lower",10.2813164443909
"163",2018-01-21,2.4553611766813,3.25976253905398,2.84872236834147,"Sessions",28.0595478043038,8.51396720484844,51.4556636299185,"Predicted_Lower",11.6506407288196
"164",2018-01-22,3.31093923751472,4.13268637248523,3.71037706766327,"Sessions",35.1282316174356,1.03939594655846,56.4907004888844,"Predicted_Lower",27.4108586920028
"165",2018-01-23,3.30632120289458,4.13070619982231,3.71297134710891,"Sessions",14.6346293899576,29.6288510024369,43.1571536801801,"Predicted_Lower",27.2845662335136
"166",2018-01-24,3.29602694955634,4.09719528306749,3.67184915323737,"Sessions",22.8930278454272,17.9829162369321,47.0487593260512,"Predicted_Lower",27.0051327437139
"167",2018-01-25,3.19943931788052,4.01391130198485,3.61311713690955,"Sessions",24.3235493054844,12.9856918458788,49.9616753031855,"Predicted_Lower",24.5187791014391
"168",2018-01-26,3.07673639544714,3.88889401825709,3.4961770912546,"Sessions",34.0218074304328,2.28635624205396,56.6249853505222,"Predicted_Lower",21.6875073247389
"169",2018-01-27,2.2501376433622,3.06406455445504,2.64564252361868,"Sessions",45.7980887041298,17.6368438827453,63.5036851919281,"Predicted_Lower",9.48904185009868
"170",2018-01-28,2.38232057128816,3.13890693127135,2.75515701359376,"Sessions",49.2790015686095,25.5528176078648,65.0644983023145,"Predicted_Lower",10.8300055262825
"171",2018-01-29,3.21791301605697,4.00080079997206,3.61016389776246,"Sessions",22.9747667402236,13.8372702941795,47.9667888260178,"Predicted_Lower",24.9759413635114
"172",2018-01-30,3.19225518969397,4.01450344098446,3.6089512736097,"Sessions",26.1453882785636,10.7915625944892,51.3134714703531,"Predicted_Lower",24.3432642648234
"173",2018-01-31,3.18754323030807,3.9610491929045,3.56678983884809,"Sessions",21.327195622184,16.6942059689714,46.1581564228012,"Predicted_Lower",24.2288296097394
"174",2018-02-01,3.11182346842339,3.92674105659306,3.50965153700331,"Sessions",12.0089096556967,33.5298546071259,40.8895637755268,"Predicted_Lower",22.4619657652998
"175",2018-02-02,3.00028703297469,3.80834521350283,3.39674737332026,"Sessions",17.0366768104486,25.2105175383187,44.1908251053304,"Predicted_Lower",20.091302962081
"176",2018-02-03,2.14333478692565,2.94304668128138,2.55245061998563,"Sessions",57.2049079487977,36.754784175575,71.5739041492208,"Predicted_Lower",8.52782875523376
"177",2018-02-04,2.24584282167018,3.02999242833089,2.67012285935998,"Sessions",27.7912830641903,3.48537938693031,52.7581225139956,"Predicted_Lower",9.44837549720088
"178",2018-02-05,3.12178121055477,3.90611046870037,3.53489217880925,"Sessions",18.354006704178,18.3458223714122,45.9839200948284,"Predicted_Lower",22.6867535601721
"179",2018-02-06,3.13275389770048,3.93665281830813,3.54470726542241,"Sessions",35.8712100135962,5.09855256314748,57.523964890059,"Predicted_Lower",22.9370589593681
"180",2018-02-07,3.1023542672134,3.90528158632966,3.51448466269152,"Sessions",20.0033122736398,18.2477682488822,47.0231601058394,"Predicted_Lower",22.2502727555474
"181",2018-02-08,3.07780939147171,3.8799267397078,3.46983690281433,"Sessions",15.4434172107618,27.4228095503806,42.8663409921496,"Predicted_Lower",21.7107904229832
"182",2018-02-09,2.96955142511418,3.81602145255616,3.36961962572943,"Sessions",14.507445771709,33.5974419619819,42.6965353788022,"Predicted_Lower",19.4831779712073
"183",2018-02-10,2.15406694279869,2.91822685023806,2.537863661925,"Sessions",40.5845757888642,105.649334561583,4.22395979511608,"Predicted_Lower",8.61984361843955
"184",2018-02-11,2.26650957188737,3.03660582689197,2.66760930327782,"Sessions",188.109776764861,316.688150061208,92.9134891062854,"Predicted_Lower",9.64567445531427
"185",2018-02-12,3.15462190106925,3.99260565320324,3.54369187435789,"Sessions",11.2964053684631,38.9639008188133,39.8867405144059,"Predicted_Lower",23.4441711993817
"186",2018-02-13,3.16179494710558,3.94375279480465,3.56380217979906,"Sessions",6.96105586373768,56.3997796661896,28.4456306211427,"Predicted_Lower",23.6129418950229
"187",2018-02-14,3.13524979076966,3.94285742573249,3.54263894966256,"Sessions",15.1933192534412,71.8857874949785,23.3520703055742,"Predicted_Lower",22.9943789083277
"188",2018-02-15,3.13667393890457,3.91056428636686,3.50564089216487,"Sessions",12.3611039328399,31.3871505726615,39.4022377899665,"Predicted_Lower",23.0271496398127
"189",2018-02-16,2.99403973724947,3.79724452526809,3.41153639846711,"Sessions",68.3987748524931,147.656561406696,10.9232105808108,"Predicted_Lower",19.9661779045459
"190",2018-02-17,2.19496241618859,3.01935437436061,2.58427684911686,"Sessions",47.2633466434828,127.53406945218,0.225960438939272,"Predicted_Lower",8.97966356049547
"191",2018-02-18,2.29630123980357,3.11723880218983,2.71687075775407,"Sessions",10.9829789066916,32.846675060634,41.5449500632364,"Predicted_Lower",9.93735848924981
"192",2018-02-19,3.18984232994271,3.97404943564851,3.59416791348444,"Sessions",45.5416463120032,112.798093171776,2.86160725105736,"Predicted_Lower",24.2845981872357
"193",2018-02-20,3.20291631414142,3.9953342371821,3.61391718182383,"Sessions",7.22215113740683,35.8600034363201,38.4895520336301,"Predicted_Lower",24.604179186548
"194",2018-02-21,3.17213393264106,3.98254233523187,3.59091520247274,"Sessions",21.1581464744721,16.6375338447931,48.1340387637563,"Predicted_Lower",23.8583421686721
"195",2018-02-22,3.15718687486718,3.91228285581919,3.55073373773289,"Sessions",33.0021717196474,3.82116498508881,54.7992652483365,"Predicted_Lower",23.504382070865
"196",2018-02-23,3.06071892159156,3.86782893844366,3.45226388373167,"Sessions",32.8259865578453,1.78385769398487,54.5895840079952,"Predicted_Lower",21.3428955162423
"197",2018-02-24,2.23341037994594,3.03575212099669,2.61964327939232,"Sessions",55.707017279863,32.8495850432523,69.8979474202272,"Predicted_Lower",9.33163629972957
"198",2018-02-25,2.35491086914849,3.1360369735556,2.74608374600031,"Sessions",57.8878617190694,37.8040896925448,71.5211091049877,"Predicted_Lower",10.5371896311546
"199",2018-02-26,3.2132985194194,4.0147028673094,3.61664872196901,"Sessions",34.7146514253138,2.7950354807578,56.3842886471673,"Predicted_Lower",24.8609554711146
"200",2018-02-27,3.25765777790738,4.00395260307257,3.62930435572336,"Sessions",10.2700213451385,30.5104331109247,38.1223934778498,"Predicted_Lower",25.9885947393031
"201",2018-02-28,3.20151045769825,4.01864583220679,3.59906169188834,"Sessions",12.9430711206271,32.4422100755077,41.5009201296016,"Predicted_Lower",24.5696135455673
"202",2018-03-01,3.14772334180596,3.97231122003436,3.5516978896942,"Sessions",44.6468621120235,15.7029660750902,63.0428622700745,"Predicted_Lower",23.2829967698531
"203",2018-03-02,3.04611410649414,3.89655564391061,3.44629485397098,"Sessions",23.453915344252,20.0794687515467,48.6988983924309,"Predicted_Lower",21.0334516591033
"204",2018-03-03,2.18134806020357,3.02143077886061,2.60716156026023,"Sessions",51.5696232296986,26.7120315167216,68.3634298078671,"Predicted_Lower",8.85823965379721
"205",2018-03-04,2.3210392807612,3.13217235903668,2.72765762815426,"Sessions",55.0087831537211,32.5772822043884,70.0404259237886,"Predicted_Lower",10.1862551859119
"206",2018-03-05,3.19285369885945,3.98721174697097,3.59296760027881,"Sessions",43.2159939239361,15.7744053435627,61.9408776679482,"Predicted_Lower",24.3578382925132
"207",2018-03-06,3.18533063713061,4.03786235287949,3.60114985217366,"Sessions",29.537805371649,9.04807284600857,53.5090762886947,"Predicted_Lower",24.1752803298788
"208",2018-03-07,3.16636741280471,3.97157319726655,3.56727759898528,"Sessions",35.5999377489595,3.51281534512381,56.8706209424283,"Predicted_Lower",23.7211584816644
"209",2018-03-08,3.12914419184509,3.94274818182791,3.51715993675603,"Sessions",38.7479733211534,6.25435761125322,58.4465233120685,"Predicted_Lower",22.8544121783623
"210",2018-03-09,3.01183887717935,3.79950399166575,3.40988126665355,"Sessions",24.3458725525169,11.6975445778012,49.1881492909095,"Predicted_Lower",20.3247402836362
"211",2018-03-10,2.15101377499756,2.98033337123809,2.56972532232111,"Sessions",40.6261998024853,10.4800859513159,60.9383367046829,"Predicted_Lower",8.59356592496977
"212",2018-03-11,2.28292610814019,3.10170120617116,2.69000126650877,"Sessions",41.0732216869953,11.0570131482234,60.7786802839452,"Predicted_Lower",9.8053299290137
"213",2018-03-12,3.13585339378578,3.97563559411891,3.55582120311999,"Sessions",32.6604540859797,2.46917908680696,55.7533412029221,"Predicted_Lower",23.0082625744805
"214",2018-01-01,2.86317519621155,3.71168532552138,3.29004574314121,"Sessions",67.775572255533,155.766978383552,9.4816176651535,"Predicted_Upper",40.9227165413683
"215",2018-01-02,2.94373700672648,3.73581267024628,3.33774717032618,"Sessions",36.0099423293295,4.72254420223497,56.848483627691,"Predicted_Upper",41.9220805510166
"216",2018-01-03,2.93879539869873,3.74437388466228,3.34502563257043,"Sessions",48.4339952174117,23.1226814695248,65.6489564041487,"Predicted_Upper",42.2825251917614
"217",2018-01-04,2.95586896597355,3.74411437626666,3.3370025536345,"Sessions",21.8481443610034,17.4209831808687,46.6155121798919,"Predicted_Upper",42.2715539451127
"218",2018-01-05,2.87941132603804,3.6665962907665,3.27207421210835,"Sessions",47.2680574371093,21.7629382010932,64.3924210662254,"Predicted_Upper",39.1185308994534
"219",2018-01-06,2.0794195365382,2.87307521602092,2.47385076635717,"Sessions",48.3997387006228,23.0811333802142,65.2181566921575,"Predicted_Upper",17.6913393225507
"220",2018-01-07,2.22953172749819,3.0377378850751,2.63499659673978,"Sessions",12.8545936842312,30.3625413739453,41.9030485787361,"Predicted_Upper",20.8580066198313
"221",2018-01-08,3.1328018365509,3.94995101202512,3.54002097794691,"Sessions",6.84421015231799,40.3589802397363,38.0049768595582,"Predicted_Upper",51.9328226887024
"222",2018-01-09,3.19276849911525,3.99126662448005,3.58634257911548,"Sessions",17.9504665637561,23.0077272475424,44.6459929560784,"Predicted_Upper",54.1233999889187
"223",2018-01-10,3.1566446996581,3.9823284140304,3.58844485886217,"Sessions",31.740055439413,1.21092306628625,55.676147110226,"Predicted_Upper",53.6417892251317
"224",2018-01-11,3.17838776514385,3.98035450853527,3.57160993342277,"Sessions",32.8795876336032,1.01133931361486,54.7018570313206,"Predicted_Upper",53.5360098362159
"225",2018-01-12,3.08406535629252,3.89771752780225,3.49446895536859,"Sessions",5.90630135774148,40.8280513615831,37.5798911426355,"Predicted_Upper",49.2898179765541
"226",2018-01-13,2.27172717754786,3.10319987642791,2.68093496875458,"Sessions",43.8510143104507,14.3496317363792,62.7071796012839,"Predicted_Upper",22.2690957485414
"227",2018-01-14,2.42408851075803,3.23147043984021,2.82403551516122,"Sessions",45.6622880643591,18.3327208746025,63.5744120892098,"Predicted_Upper",25.3168565288732
"228",2018-01-15,3.30975002613796,4.08864875674421,3.70869421225935,"Sessions",27.1419733184804,6.53432695019871,51.1102129252475,"Predicted_Upper",59.6592230921113
"229",2018-01-16,3.32386572782725,4.16126452413688,3.73278504429198,"Sessions",24.008457967469,16.6410796985709,49.5136638399181,"Predicted_Upper",64.152593834214
"230",2018-01-17,3.32051784180783,4.10747764880011,3.71127669970889,"Sessions",14.7791710851183,26.6524630412914,42.3444209295893,"Predicted_Upper",60.7931822598199
"231",2018-01-18,3.25628621329453,4.0825367347169,3.66995482123917,"Sessions",16.4890796853278,26.1610567634998,44.78090609365,"Predicted_Upper",59.2956966788449
"232",2018-01-19,3.17242895112787,3.95173922796167,3.56796050417553,"Sessions",17.5715557571923,20.9901694711517,44.4991119557099,"Predicted_Upper",52.0257728725952
"233",2018-01-20,2.33032831062108,3.13203391051551,2.72971131025232,"Sessions",41.0443799557858,11.8440364826763,60.4564752138811,"Predicted_Upper",22.9205505145042
"234",2018-01-21,2.4553611766813,3.25976253905398,2.84872236834147,"Sessions",28.0595478043038,8.51396720484844,51.4556636299185,"Predicted_Upper",26.0433521291636
"235",2018-01-22,3.31093923751472,4.13268637248523,3.71037706766327,"Sessions",35.1282316174356,1.03939594655846,56.4907004888844,"Predicted_Upper",62.3451805536682
"236",2018-01-23,3.30632120289458,4.13070619982231,3.71297134710891,"Sessions",14.6346293899576,29.6288510024369,43.1571536801801,"Predicted_Upper",62.2218484811697
"237",2018-01-24,3.29602694955634,4.09719528306749,3.67184915323737,"Sessions",22.8930278454272,17.9829162369321,47.0487593260512,"Predicted_Upper",60.1712872808354
"238",2018-01-25,3.19943931788052,4.01391130198485,3.61311713690955,"Sessions",24.3235493054844,12.9856918458788,49.9616753031855,"Predicted_Upper",55.3629890044806
"239",2018-01-26,3.07673639544714,3.88889401825709,3.4961770912546,"Sessions",34.0218074304328,2.28635624205396,56.6249853505222,"Predicted_Upper",48.856821878973
"240",2018-01-27,2.2501376433622,3.06406455445504,2.64564252361868,"Sessions",45.7980887041298,17.6368438827453,63.5036851919281,"Predicted_Upper",21.4144205904862
"241",2018-01-28,2.38232057128816,3.13890693127135,2.75515701359376,"Sessions",49.2790015686095,25.5528176078648,65.0644983023145,"Predicted_Upper",23.0786265415619
"242",2018-01-29,3.21791301605697,4.00080079997206,3.61016389776246,"Sessions",22.9747667402236,13.8372702941795,47.9667888260178,"Predicted_Upper",54.6418897412062
"243",2018-01-30,3.19225518969397,4.01450344098446,3.6089512736097,"Sessions",26.1453882785636,10.7915625944892,51.3134714703531,"Predicted_Upper",55.3957812972446
"244",2018-01-31,3.18754323030807,3.9610491929045,3.56678983884809,"Sessions",21.327195622184,16.6942059689714,46.1581564228012,"Predicted_Upper",52.5123926860371
"245",2018-02-01,3.11182346842339,3.92674105659306,3.50965153700331,"Sessions",12.0089096556967,33.5298546071259,40.8895637755268,"Predicted_Upper",50.7413447507079
"246",2018-02-02,3.00028703297469,3.80834521350283,3.39674737332026,"Sessions",17.0366768104486,25.2105175383187,44.1908251053304,"Predicted_Upper",45.0757863137947
"247",2018-02-03,2.14333478692565,2.94304668128138,2.55245061998563,"Sessions",57.2049079487977,36.754784175575,71.5739041492208,"Predicted_Upper",18.9735647473275
"248",2018-02-04,2.24584282167018,3.02999242833089,2.67012285935998,"Sessions",27.7912830641903,3.48537938693031,52.7581225139956,"Predicted_Upper",20.6970758773861
"249",2018-02-05,3.12178121055477,3.90611046870037,3.53489217880925,"Sessions",18.354006704178,18.3458223714122,45.9839200948284,"Predicted_Upper",49.7052453959931
"250",2018-02-06,3.13275389770048,3.93665281830813,3.54470726542241,"Sessions",35.8712100135962,5.09855256314748,57.523964890059,"Predicted_Upper",51.2467816159004
"251",2018-02-07,3.1023542672134,3.90528158632966,3.51448466269152,"Sessions",20.0033122736398,18.2477682488822,47.0231601058394,"Predicted_Upper",49.6640626645305
"252",2018-02-08,3.07780939147171,3.8799267397078,3.46983690281433,"Sessions",15.4434172107618,27.4228095503806,42.8663409921496,"Predicted_Upper",48.4206676291446
"253",2018-02-09,2.96955142511418,3.81602145255616,3.36961962572943,"Sessions",14.507445771709,33.5974419619819,42.6965353788022,"Predicted_Upper",45.4231302670738
"254",2018-02-10,2.15406694279869,2.91822685023806,2.537863661925,"Sessions",40.5845757888642,105.649334561583,4.22395979511608,"Predicted_Upper",18.5084401105425
"255",2018-02-11,2.26650957188737,3.03660582689197,2.66760930327782,"Sessions",188.109776764861,316.688150061208,92.9134891062854,"Predicted_Upper",20.8344075030604
"256",2018-02-12,3.15462190106925,3.99260565320324,3.54369187435789,"Sessions",11.2964053684631,38.9639008188133,39.8867405144059,"Predicted_Upper",54.1959213193372
"257",2018-02-13,3.16179494710558,3.94375279480465,3.56380217979906,"Sessions",6.96105586373768,56.3997796661896,28.4456306211427,"Predicted_Upper",51.6119272898426
"258",2018-02-14,3.13524979076966,3.94285742573249,3.54263894966256,"Sessions",15.1933192534412,71.8857874949785,23.3520703055742,"Predicted_Upper",51.5657362484936
"259",2018-02-15,3.13667393890457,3.91056428636686,3.50564089216487,"Sessions",12.3611039328399,31.3871505726615,39.4022377899665,"Predicted_Upper",49.9271172176114
"260",2018-02-16,2.99403973724947,3.79724452526809,3.41153639846711,"Sessions",68.3987748524931,147.656561406696,10.9232105808108,"Predicted_Upper",44.5781810532053
"261",2018-02-17,2.19496241618859,3.01935437436061,2.58427684911686,"Sessions",47.2633466434828,127.53406945218,0.225960438939272,"Predicted_Upper",20.4780662506962
"262",2018-02-18,2.29630123980357,3.11723880218983,2.71687075775407,"Sessions",10.9829789066916,32.846675060634,41.5449500632364,"Predicted_Upper",22.5839347603078
"263",2018-02-19,3.18984232994271,3.97404943564851,3.59416791348444,"Sessions",45.5416463120032,112.798093171776,2.86160725105736,"Predicted_Upper",53.199523292944
"264",2018-02-20,3.20291631414142,3.9953342371821,3.61391718182383,"Sessions",7.22215113740683,35.8600034363201,38.4895520336301,"Predicted_Upper",54.344001374528
"265",2018-02-21,3.17213393264106,3.98254233523187,3.59091520247274,"Sessions",21.1581464744721,16.6375338447931,48.1340387637563,"Predicted_Upper",53.6532655686048
"266",2018-02-22,3.15718687486718,3.91228285581919,3.55073373773289,"Sessions",33.0021717196474,3.82116498508881,54.7992652483365,"Predicted_Upper",50.0129942077538
"267",2018-02-23,3.06071892159156,3.86782893844366,3.45226388373167,"Sessions",32.8259865578453,1.78385769398487,54.5895840079952,"Predicted_Upper",47.8384131161729
"268",2018-02-24,2.23341037994594,3.03575212099669,2.61964327939232,"Sessions",55.707017279863,32.8495850432523,69.8979474202272,"Predicted_Upper",20.8166286365918
"269",2018-02-25,2.35491086914849,3.1360369735556,2.74608374600031,"Sessions",57.8878617190694,37.8040896925448,71.5211091049877,"Predicted_Upper",23.0124868137584
"270",2018-02-26,3.2132985194194,4.0147028673094,3.61664872196901,"Sessions",34.7146514253138,2.7950354807578,56.3842886471673,"Predicted_Upper",55.4068297759681
"271",2018-02-27,3.25765777790738,4.00395260307257,3.62930435572336,"Sessions",10.2700213451385,30.5104331109247,38.1223934778498,"Predicted_Upper",54.8143819065884
"272",2018-02-28,3.20151045769825,4.01864583220679,3.59906169188834,"Sessions",12.9430711206271,32.4422100755077,41.5009201296016,"Predicted_Upper",55.6257282317132
"273",2018-03-01,3.14772334180596,3.97231122003436,3.5516978896942,"Sessions",44.6468621120235,15.7029660750902,63.0428622700745,"Predicted_Upper",53.1071313726932
"274",2018-03-02,3.04611410649414,3.89655564391061,3.44629485397098,"Sessions",23.453915344252,20.0794687515467,48.6988983924309,"Predicted_Upper",49.2325821881341
"275",2018-03-03,2.18134806020357,3.02143077886061,2.60716156026023,"Sessions",51.5696232296986,26.7120315167216,68.3634298078671,"Predicted_Upper",20.520631175318
"276",2018-03-04,2.3210392807612,3.13217235903668,2.72765762815426,"Sessions",55.0087831537211,32.5772822043884,70.0404259237886,"Predicted_Upper",22.9237240505079
"277",2018-03-05,3.19285369885945,3.98721174697097,3.59296760027881,"Sessions",43.2159939239361,15.7744053435627,61.9408776679482,"Predicted_Upper",53.9043805801199
"278",2018-03-06,3.18533063713061,4.03786235287949,3.60114985217366,"Sessions",29.537805371649,9.04807284600857,53.5090762886947,"Predicted_Upper",56.7049978799245
"279",2018-03-07,3.16636741280471,3.97157319726655,3.56727759898528,"Sessions",35.5999377489595,3.51281534512381,56.8706209424283,"Predicted_Upper",53.0679515601819
"280",2018-03-08,3.12914419184509,3.94274818182791,3.51715993675603,"Sessions",38.7479733211534,6.25435761125322,58.4465233120685,"Predicted_Upper",51.5601033138107
"281",2018-03-09,3.01183887717935,3.79950399166575,3.40988126665355,"Sessions",24.3458725525169,11.6975445778012,49.1881492909095,"Predicted_Upper",44.6790178311205
"282",2018-03-10,2.15101377499756,2.98033337123809,2.56972532232111,"Sessions",40.6261998024853,10.4800859513159,60.9383367046829,"Predicted_Upper",19.6943810907105
"283",2018-03-11,2.28292610814019,3.10170120617116,2.69000126650877,"Sessions",41.0732216869953,11.0570131482234,60.7786802839452,"Predicted_Upper",22.2357467129442
"284",2018-03-12,3.13585339378578,3.97563559411891,3.55582120311999,"Sessions",32.6604540859797,2.46917908680696,55.7533412029221,"Predicted_Upper",53.2839731251396
