"","Date","yhat_lower","yhat_upper","yhat","Sessions","Predicted","Predicted_Lower","Predicted_Upper","MAPE","MAPE_Upper","MAPE_Lower"
"1756",2017-01-01,2.22386147400098,2.9871742190918,2.60850013353136,16,13.5786693800168,9.2429534682517,19.8295692288656,31.9303445015446,135.150761889344,46.034700999849
"1757",2017-01-02,3.14251461151091,3.92800361885678,3.52979216291131,22,34.1168761256337,23.1620372155439,50.8054493172885,32.1097361603364,5.88312938706955,48.9158888117422
"1758",2017-01-03,3.18001690102077,3.94473483111953,3.56977383410516,53,35.5085614178429,24.0471599701801,51.6626369720213,32.2778535373261,9.09839134990535,45.4934666715647
"1759",2017-01-04,3.2188962609605,3.98978167549582,3.58819694404659,50,36.1688027234632,25.000510907528,54.043089144593,30.8782458223042,14.6274040133681,49.4190713410995
"1760",2017-01-05,3.21176544964981,3.97926411091247,3.59323872139474,46,36.3516182440625,24.8228710923027,53.4776661130657,31.7145362672894,12.7561913355274,47.1122021419237
"1761",2017-01-06,3.15397511065811,3.94219548151591,3.52322178082046,32,33.8934500149734,23.4290126369876,51.5316139024005,30.8745122534378,8.90714211802551,52.0400368792051
"1762",2017-01-07,2.32766271751596,3.08166629058407,2.70318871146382,16,14.9272546241421,10.253947132096,21.7946884403854,31.3072136150736,109.731892456901,46.0060070599749
"1763",2017-01-08,2.46375264808034,3.22657611782579,2.87439131106342,19,17.7146381348912,11.7488180974558,25.1932504114411,33.6773463392682,90.1102697262354,42.2171326312327
"1764",2017-01-09,3.37486890135051,4.17182031487909,3.79301009727709,54,44.3898170439358,29.2204527682248,64.8333618916903,34.1730723077699,23.0159649589311,46.0545823550479
"1765",2017-01-10,3.42798013589686,4.21085640237817,3.8266767455005,50,45.9097147730452,30.8143390710258,67.4142488185343,32.8805695627678,28.3799306414493,46.8409227802803
"1766",2017-01-11,3.45002763927892,4.21996211012758,3.83532638164741,67,46.3085394591084,31.5012629689094,68.0309065582147,31.9752612869043,30.9516956043513,46.9079080291177
"1767",2017-01-12,3.42325374302548,4.22481088100976,3.82738720906916,44,45.9423435422429,30.6690420344232,68.3615738541528,33.2444980604358,27.6386542409002,48.7986214532046
"1768",2017-01-13,3.33087439465701,4.13288049577459,3.74149403691714,25,42.160933124285,27.9627815234145,62.3572843799727,33.6760848224496,20.1249063364492,47.9029987219483
"1769",2017-01-14,2.49721646453196,3.31295071916484,2.90305508369508,15,18.2297538055945,12.1486307083213,27.4660506214434,33.3582294205586,82.9878218669155,50.6660534988375
"1770",2017-01-15,2.67373487382786,3.44986985158002,3.05373227288085,9,21.194299899939,14.4940014949224,31.496292849235,31.6136812098045,49.1612431599852,48.6073755582065
"1771",2017-01-16,3.59205952976348,4.33109650104266,3.95015088440706,51,51.9432036630745,36.3087779834491,76.027605229746,30.0990785648049,42.0538656798294,46.3668004054835
"1772",2017-01-17,3.55681557801121,4.38408018804309,3.96041146427326,49,52.4789147057944,35.0514007847887,80.1644530683202,33.2086020046475,36.7201052254597,52.7555467138289
"1773",2017-01-18,3.56598553072832,4.31718869096313,3.94493118747837,37,51.672782255318,35.3742986892607,74.9775466686965,31.5417185889578,38.9587376326893,45.1006572439401
"1774",2017-01-19,3.52756686219963,4.30729282143837,3.91262242712858,47,50.0299800694761,34.041040227045,74.2392377788946,31.9587171936255,36.1208676292799,48.3895010067949
"1775",2017-01-20,3.41361199920866,4.20550934265132,3.80259537023518,31,44.81735129974,30.3747599639673,67.0547428102642,32.2254459867121,28.0960497393361,49.6178173533722
"1776",2017-01-21,2.55465282209634,3.35115696869758,2.94071431979595,18,18.9293631028137,12.8668318023048,28.5357294982932,32.0271277357863,69.1928437414022,50.7484923993642
"1777",2017-01-22,2.67975501970193,3.45150224648691,3.06906815159868,23,21.5218382373924,14.5815206730067,31.5477492244042,32.2477916980504,49.8375340542361,46.5848264280357
"1778",2017-01-23,3.55058014766303,4.34989974358524,3.94467102061109,47,51.659340458066,34.8335202120998,77.4706956017152,32.5707221516396,36.950952406993,49.9645464204122
"1779",2017-01-24,3.57609068523171,4.35114294779418,3.93596642381081,54,51.2116181763703,35.7335736502102,77.5670673890507,30.2236974290764,40.9827330099441,51.4638087043326
"1780",2017-01-25,3.52980250539964,4.3022375615055,3.90366198824672,33,49.5836919455478,34.1172289808513,73.8648861543217,31.1926408821707,37.0909271612406,48.9701215380234
"1781",2017-01-26,3.47829549356347,4.25742763144128,3.85690287515897,31,47.3185726633554,32.404441397178,70.6280681561047,31.5185569359476,33.3907276532111,49.2607747460664
"1782",2017-01-27,3.35743148849708,4.12832803252337,3.73497074049901,25,41.8867999583078,28.7153403948199,62.0740503298558,31.4453708008208,24.9277318102121,48.194778287292
"1783",2017-01-28,2.46378783553314,3.22568284300823,2.86383795071873,20,17.5286721840919,11.7492315157116,25.1707559636336,32.9713546336122,88.0995564714553,43.5976193706064
"1784",2017-01-29,2.59182895995544,3.37248857634426,2.98563754035145,12,19.7991209520028,13.3541735299444,29.1509813089341,32.5516846817708,64.409747082625,47.2337149694788
"1785",2017-01-30,3.45763909252589,4.21128570636146,3.85736498312843,34,47.3404440059585,31.7419481793393,67.4431962372589,32.9496187755566,30.3985852532152,42.4642240972017
"1786",2017-01-31,3.46477231381647,4.20589146845869,3.84738482074287,34,46.8703285039941,31.9691800038248,67.0803710542934,31.792285174403,32.1696984229717,43.1190546244562
"1787",2017-02-01,3.42204544844242,4.23062370681391,3.81626941772072,43,45.4343950176207,30.6320071760807,68.7601049484171,32.5796961438559,28.29288002796,51.3393210622701
"1788",2017-02-02,3.38133984697075,4.14125336159015,3.77297759890869,26,43.5094257664716,29.4101498268282,62.8815854429302,32.4051069194029,25.5216396250987,44.5240527430423
"1789",2017-02-03,3.29364127136809,4.02170545297481,3.65655994561209,36,38.7278874168877,26.9407839758023,55.7961824947768,30.4356995108012,21.4114129614789,44.0723628793816
"1790",2017-02-04,2.38005506471803,3.17762945879758,2.79272025995374,15,16.3253687008806,10.8054978492419,23.9898172435802,33.8116152399115,107.110882819373,46.9480884819837
"1791",2017-02-05,2.53950125841698,3.30884969895563,2.92329347514213,14,18.6024533980585,12.6733486683904,27.3536424444238,31.8727030397344,71.3360187375115,47.0431983303804
"1792",2017-02-06,3.37877528228968,4.19143735375868,3.80495586102949,44,44.9232672024858,29.3348222278531,66.1177573009185,34.7001586157343,22.7568234088411,47.1793157939767
"1793",2017-02-07,3.38370242372519,4.21293914388634,3.80574033929404,32,44.9585223558214,29.4797157081623,67.5548015895284,34.4290822664345,23.4203428797155,50.2602800307142
"1794",2017-02-08,3.35056005247456,4.16315193091914,3.78588394585485,35,44.0746129161379,28.5187011411771,64.2737902123716,35.2944943715319,19.9210338189746,45.8295058306405
"1795",2017-02-09,3.35195868611097,4.14357899430913,3.75401497133257,32,42.6921461042639,28.558616262669,63.0279950970098,33.105690697951,22.4548454015421,47.6337004541331
"1796",2017-02-10,3.24748853921263,4.0359273027015,3.64886634089406,28,38.4310736076703,25.7256497572005,56.5953769588812,33.060288609616,13.9751104871095,47.2646263714725
"1797",2017-02-11,2.39229238202254,3.17080486815424,2.79584454502156,14,16.3764535668274,10.9385405375732,23.8266539558849,33.2056816029409,102.764789503652,45.4933686262136
"1798",2017-02-12,2.55918969218678,3.30976871471697,2.93651422238469,6,18.8500246650652,12.9253395673759,27.3787924278059,31.4306490466805,66.740625570273,45.2453931190182
"1799",2017-02-13,3.42188446748735,4.22785856247935,3.82731409359977,36,45.9389845690277,30.6270764032008,68.5702359623293,33.3309678249838,27.4451358956338,49.2637170926058
"1800",2017-02-14,3.4531498714556,4.24052110415384,3.83607693890096,29,46.3433097162029,31.5997709280926,69.4440299841295,31.8137372544102,31.3520388396274,49.8469367194331
"1801",2017-02-15,3.40913677246383,4.18790952647226,3.82288056806476,27,45.7357637331492,30.2391297401741,65.8849162256314,33.8829675686451,25.9158155391493,44.0555723744876
"1802",2017-02-16,3.4170262462937,4.16987516431185,3.79623725767702,46,44.5333015028145,30.4786441418433,64.7073738136455,31.5598819011497,29.1319510655299,45.3010929574937
"1803",2017-02-17,3.30268882999942,4.10093928198232,3.69480819580801,33,40.2378540586868,27.1856382950242,60.3969907682745,32.4376537193709,19.3852294606452,50.0999299818166
"1804",2017-02-18,2.48733379293577,3.23804530306427,2.84397225838789,20,17.1838889927742,12.0291610925305,25.4838598080604,29.9974464593626,74.5672732870681,48.300887062156
"1805",2017-02-19,2.59696059507827,3.37662122118035,2.98530926416717,20,19.7926224388365,13.422878409282,29.2717012357866,32.1824156916972,62.5980376837272,47.8919800862291
"1806",2017-02-20,3.47673007454929,4.27431085656549,3.87531348351037,43,48.1978051402486,32.3537545518975,71.8306206482718,32.8729711700505,31.795709214569,49.0329703588269
"1807",2017-02-21,3.46319633694396,4.29208498826613,3.88191019849012,41,48.5168033366888,31.9188369956339,73.1187614396017,34.2107583343262,29.4867839974616,50.7081184475084
"1808",2017-02-22,3.46238481016907,4.24956009321866,3.86530239128036,34,47.7176996675422,31.8929445124312,70.0745792827223,33.1632816865962,30.5010888671274,46.8523834362187
"1809",2017-02-23,3.4393718891554,4.2126216842395,3.83415518472044,25,46.2543347883693,31.1673754523758,67.5333590698204,32.6173955479458,29.4825107804868,46.0043893806073
"1810",2017-02-24,3.33290059101747,4.11043995887556,3.72730473923158,32,41.5669233505087,28.0194970485572,60.9735375183578,32.5918427681411,21.5918808969483,46.6876367158687
"1811",2017-02-25,2.46981350450831,3.25765284603455,2.87032110484795,18,17.6426824412437,11.8202422241907,25.9884665671749,33.0020122305309,87.0577920360987,47.3045079948903
"1812",2017-02-26,2.62240825442496,3.39571459030773,3.00498535485472,12,20.1859204680848,13.7688425656408,29.8359663514201,31.7898701354231,57.4853630563189,47.8058253454066
"1813",2017-02-27,3.50243602050229,4.28580254406231,3.88799695584488,46,48.8130139126632,33.1962202152295,72.6608368496028,31.993094557479,34.4578586876004,48.8554609219755
"1814",2017-02-28,3.52879258844682,4.30061551433205,3.8874843459565,27,48.7879982912253,34.0827908056959,73.7451709426263,30.141034681831,38.2203907979311,51.1543279607962
"1815",2017-03-01,3.46774450870363,4.23660260788737,3.86384596265706,27,47.6482528283661,32.0643399841294,69.1724462593195,32.7061579789119,31.3591663125135,45.1731011176543
"1816",2017-03-02,3.44586049445961,4.1984881936163,3.8259294937624,41,45.8754214733452,31.3702657758286,66.5855903893193,31.6185775120223,31.0773034959613,45.1443676174339
"1817",2017-03-03,3.30332831924923,4.09376793460003,3.71273618736999,28,40.9657432665354,27.2030287783838,59.965412315741,33.5956665026366,17.9908288638797,46.3794076079325
"1818",2017-03-04,2.47316814843582,3.24184225768225,2.84997982927894,18,17.2874331370592,11.8599615127761,25.5808047986371,31.3954742803786,81.6086519697127,47.9734128012298
"1819",2017-03-05,2.61182176573371,3.3601948510376,2.97956079992755,29,19.679171652845,13.6238477168652,28.7948010295113,30.770217582326,56.3593129077539,46.3212046597927
"1820",2017-03-06,3.47664459393154,4.28458643991568,3.85827122515669,60,47.3833653515795,32.3509890511718,72.5725274122326,31.7250076875483,33.046107104989,53.1603483073693
"1821",2017-03-07,3.45937856504196,4.26536780942325,3.85430422494955,46,47.1957678770444,31.7972104754922,71.1910999158853,32.6269877453185,30.8688274119851,50.8421265681155
"1822",2017-03-08,3.41977205395715,4.2322834804979,3.82809450660361,36,45.9748499430503,30.5624476379877,68.8743259253829,33.5235510809804,27.0828482909536,49.8087019548699
"1823",2017-03-09,3.40310565330716,4.1678630639913,3.7884980544917,32,44.1899794670794,30.0573028066215,64.5773069836899,31.9816321050487,27.6269586663322,46.1356347354691
"1824",2017-03-10,3.27673132262366,4.03118599891223,3.67449770517952,32,39.428846976803,26.489046889455,56.3276762104292,32.818104204165,16.7662594255604,42.8590499832984
"1825",2017-03-11,2.42893647783852,3.22120575374498,2.81176414643896,12,16.6392464088685,11.3468080788018,25.058316131758,31.8069592817975,91.1562489082726,50.5976623941465
"1826",2017-03-12,2.56100260631712,3.33767776574151,2.94213266162341,14,18.9562304593135,12.9487933515417,28.153671313421,31.6910955512269,67.1803664723682,48.5193555430148
"1827",2017-03-13,3.44871201638372,4.22155136311702,3.82231152602338,34,45.7097455642083,31.4598464363626,68.1391108390507,31.1747504869151,31.7984598205124,49.0691098757835
"1828",2017-03-14,3.42641164121402,4.23360831863484,3.82039493809925,29,45.6222227172524,30.7660448285701,68.9656337297004,32.5634679852289,28.6236705584387,51.1667551954245
"1829",2017-03-15,3.39965654188676,4.19454455649193,3.79670760144797,48,44.5542523904498,29.953810401262,66.3235180818042,32.7700302571285,26.4491524401548,48.8601301186249
"1830",2017-03-16,3.36673253612666,4.12941865487768,3.75998857372971,28,42.9479352412428,28.9836690780511,62.1417866074034,32.5144063032437,24.2934354804089,44.6909758486567
"1831",2017-03-17,3.26851546851309,4.05993026575101,3.64910103452979,26,38.4400941945563,26.2723083101152,57.9702684248727,31.6538919568108,17.6539688050675,50.8067803670528
"1832",2017-03-18,2.38311892148751,3.15848781940166,2.78959737708195,21,16.2744660095291,10.8386551155946,23.5349798669587,33.4008556148736,105.234725337941,44.6129160439333
"1833",2017-03-19,2.50976157650408,3.30771601658978,2.92319981904648,19,18.6007112464867,12.3019966257821,27.3226496736413,33.8627622204193,82.0508999451049,46.8903490386799
"1834",2017-03-20,3.41076605190862,4.18831682224938,3.80651232356429,24,44.9932430280757,30.288437890158,65.9117563393479,32.6822521522663,27.3618660209208,46.492566224264
"1835",2017-03-21,3.44489860240809,4.19190211825413,3.80753661243177,35,45.0393527168101,31.3401054743274,66.1484936290547,30.4161725605121,32.4675628627322,46.8682155469034
"1836",2017-03-22,3.40390322152566,4.18320137671843,3.78651930311884,31,44.1026249394906,30.0812851185678,65.5754492536009,31.792528993819,27.9123883500386,48.6883135495253
"1837",2017-03-23,3.37560410996083,4.17623276582747,3.75213772099219,23,42.6120774364393,29.2419437959235,65.1200679939886,31.376394780233,26.3673665593178,52.8206835048644
"1838",2017-03-24,3.26661739873196,4.04129547016422,3.64321099454641,31,38.214345988414,26.2224889309171,56.9000073419176,31.3805110288493,17.882904398355,48.8969806238966
"1839",2017-03-25,2.37761923752538,3.15702819547638,2.78526581603893,20,16.2041246205575,10.7792095536213,23.5006527057314,33.4786061818721,106.60545981854,45.028832201877
"1840",2017-03-26,2.55826638613471,3.31845070923713,2.92001706198805,17,18.5416038136707,12.9134110308205,27.6175298123571,30.3544010507897,63.709684209785,48.9489803033909
"1841",2017-03-27,3.41433444769778,4.20274209274733,3.80407908526026,40,44.8838968323432,30.3967120920968,66.8694420846157,32.2770208530713,28.087748321771,48.9831471950754
"1842",2017-03-28,3.4260969307684,4.19460103878779,3.80548050135293,40,44.9468419435097,30.7563639563077,66.3272642921716,31.5716908543584,29.75771046598,47.5682415586245
"1843",2017-03-29,3.4007181526236,4.15297108627653,3.78450955958268,47,44.0140789812279,29.9856265732003,63.622748440537,31.8726478725383,27.5853349421851,44.5509026047602
"1844",2017-03-30,3.34384005183513,4.15209845743386,3.74989772577005,37,42.5167334115227,28.3276979408694,63.567253611913,33.3728260196203,21.5066084767092,49.5111418759308
"1845",2017-03-31,3.24742111214719,4.0278259386296,3.64052817265156,25,38.1119611059108,25.7239152106092,56.1387294368239,32.5043517463611,14.7135156439901,47.2995033785269
"1846",2017-04-01,2.38721706026262,3.16848154313272,2.78199865911754,17,16.1512695924996,10.8831645690587,23.7713611510205,32.6172812191021,101.948713890882,47.1795205626405
"1847",2017-04-02,2.52605098901576,3.29680443959869,2.91609909820062,20,18.4691006065841,12.5040299583267,27.026137129807,32.2975697372663,74.8735383776753,46.331636312449
"1848",2017-04-03,3.40354060339752,4.1876373459252,3.79951973434766,36,44.6797212042224,30.0703790767495,65.8669860733204,32.6979258905767,26.8170771676916,47.4203157451565
"1849",2017-04-04,3.41354286328157,4.19343498554799,3.80036286095899,39,44.7174077511893,30.3726600493677,66.2499682451674,32.078665609681,28.2635840875015,48.1525239874966
"1850",2017-04-05,3.39299334770624,4.1672232532075,3.77898527364731,32,43.7716029937486,29.7548858186627,64.5360029410883,32.0223985790235,26.8420702262221,47.4380614991533
"1851",2017-04-06,3.35225883631217,4.14227662524603,3.74417918322595,22,42.2742935247594,28.5671894236398,62.9459628158339,32.4242061977725,23.3004185421049,48.8989112945613
"1852",2017-04-07,3.23819535395468,4.04006238172417,3.63487837207077,34,37.8972432535965,25.487683970818,56.8298878412833,32.7452822880482,13.5945533849863,49.957841157457
"1853",2017-04-08,2.4179126653927,3.19357173598326,2.77671914941764,13,16.0662235063809,11.2224099254202,24.3753344053404,30.1490488977507,87.654857943291,51.717884390563
"1854",2017-04-09,2.51062634096824,3.30993004445015,2.91151646503221,16,18.3846571280762,12.3126395564531,27.3832097973999,33.0276356492402,79.6478194787863,48.9459912503972
"1855",2017-04-10,3.38298675888721,4.17446441212631,3.79597114445212,50,44.5214521790369,29.4586256597996,65.0050144384037,33.8327385608721,24.0080075896481,46.0082977010611
"1856",2017-04-11,3.40848931157829,4.17711909970761,3.79818120174862,48,44.6199559486695,30.2195574232931,65.1778117028508,32.2734485483188,27.6703711105274,46.0732318468241
"1857",2017-04-12,3.40026766711326,4.1591168147556,3.77848443163159,44,43.7496858248514,29.972121525053,64.014960557647,31.4918016896302,28.0182220834563,46.3209605982682
"1858",2017-04-13,3.35311215714921,4.14992402438252,3.74563999312561,27,42.3360933591566,28.5915768052811,63.429181043857,32.4652452867449,23.3154438428525,49.8229430518256
"1859",2017-04-14,3.23471556154132,4.04443657345369,3.6385357388416,18,38.0361011441116,25.3991462572759,57.0790171390977,33.2235810367543,12.652506336345,50.0653732169766
"1860",2017-04-15,2.39270786504734,3.1766941839703,2.78275079940759,15,16.1634221827491,10.9430862597526,23.9673906605453,32.297219388157,99.8167159342482,48.2816595988273
"1861",2017-04-16,2.55506195202309,3.32172755648627,2.92003372169545,21,18.5419127139381,12.8720970852766,27.7081766758018,30.5783751446497,64.9148910169536,49.435374350421
"1862",2017-04-17,3.39426874702064,4.17652620650429,3.80701205072522,40,45.0157329926302,29.7928593902217,65.1391796747501,33.8167849114012,24.8778534452886,44.7031412004653
"1863",2017-04-18,3.43520218777462,4.21853949200875,3.81170622784002,43,45.2275415607784,31.0376873721014,67.9341933671844,31.3743654839347,30.6299559931361,50.2053638619556
"1864",2017-04-19,3.43004707535787,4.16268650249728,3.79437491648093,50,44.4504424806613,30.8780963128975,64.2438823241565,30.5336581827472,31.3085394008592,44.5292301693207
"1865",2017-04-20,3.39136869315548,4.15626601827335,3.76369937324901,36,43.1076024820327,29.7065836557988,63.8327268123565,31.0873675515113,27.884257621452,48.0776548381738
"1866",2017-04-21,3.23872278101634,4.02367607336906,3.65849352274586,34,38.8028432174939,25.5011304107796,55.9062439990271,34.280252949911,11.6553063965785,44.0776998882967
"1867",2017-04-22,2.39692061952889,3.18103240893529,2.80426915248573,23,16.5150015465138,10.9892840370581,24.0715924550429,33.4587768211389,102.596268168087,45.7559200781555
"1868",2017-04-23,2.53689822572347,3.30799580747969,2.94271643848423,22,18.9672998987509,12.6404024261462,27.3302953716565,33.3568694878988,75.8651450968809,44.0916499319777
"1869",2017-04-24,3.45939602527985,4.23720881073932,3.83041561150596,53,46.0816863339081,31.7977656671983,69.2143915058974,30.9969573665522,32.7347590061091,50.1993460143138
"1870",2017-04-25,3.45020168435164,4.22075313613351,3.83535256729694,52,46.3097520941699,31.5067460856543,68.0847420643449,31.965202444647,30.9752244416112,47.02031210596
"1871",2017-04-26,3.44584755936582,4.22088424270496,3.81776547578943,50,45.5024183816477,31.3698600011231,68.0936690066228,31.0589170491751,31.7422718312002,49.6484613971347
"1872",2017-04-27,3.42108557953653,4.17948981209969,3.78632996513519,58,44.0942754278756,30.6026185717274,65.3325128522543,30.5972980057612,30.6093643475131,48.1655208488862
"1873",2017-04-28,3.30309908510573,4.0566811473465,3.67986951319089,39,39.6412210786284,27.1967936300632,57.7822218170965,31.3926440961082,20.8080799684731,45.762971585778
"1874",2017-04-29,2.45946407065856,3.18203430078044,2.82392045342694,15,16.8427526322243,11.6985402686698,24.095721672638,30.5425869267495,81.3396396282286,43.0628484475695
"1875",2017-04-30,2.59138391769724,3.36254830168293,2.96021181338592,11,19.3020597571731,13.3482316806853,28.8626479784838,30.8455582015035,59.8044902437966,49.5314403829763
"1876",2017-05-01,3.47022922857742,4.23094344916162,3.84537581960314,64,46.7762604836288,32.1441099488956,68.7820939810277,31.2811464265176,33.1260213982567,47.0448754771678
